,KALCODE,Result,Average_Fuel_Price
307,10010102,"[0, 1, 2, 2, 2]",1.6338683233361893
308,10010103,"[1, 2, 1, 1, 0]",1.5535308370044054
309,10010106,"[1, 2, 1, 1, 0]",1.6117772390188247
310,10010107,"[0, 2, 1]",1.6112607142857143
311,10010108,"[1, 0, 2, 1]",1.5986636634506242
312,10010201,"[0, 2, 0, 0, 1, 2]",1.6327572288585512
313,10010202,"[1, 1, 2, 0]",2.034114814814815
314,10010204,"[2, 0, 2, 1, 0]",1.9005128205128203
315,10020101,"[2, 0, 1]",1.572727418809659
316,10020102,"[2, 0, 1, 0]",1.5825094806265458
317,10020103,"[0, 1, 1, 0, 2, 0, 0]",1.607728911661448
318,10020104,"[1, 2, 1, 1, 1, 0]",1.600783195020747
319,10020105,"[0, 2, 1, 0]",1.788361952861953
320,10020106,"[1, 1, 0, 2, 0]",1.4692228057014254
321,10020107,"[0, 2, 1]",1.6079534223232037
322,10020109,"[2, 1, 0]",1.541877333333333
323,10020110,"[2, 1, 0, 2]",1.5963535022779043
324,10020113,"[0, 0, 2, 1]",1.6829809656453112
325,10020114,"[1, 1, 2, 0]",1.5801672364672366
326,10020201,"[0, 0, 1, 2]",1.6437752227651623
327,10020206,[0],1.6410259815242494
328,10020211,"[1, 0]",1.617833665055445
329,10030101,"[1, 0, 1, 2, 1, 1, 1, 1, 1]",1.5799505943983274
330,10030102,"[1, 2, 0]",1.5988234787600457
331,10030201,"[2, 0, 2, 0, 0, 2, 2, 1, 2, 2]",1.59019625748503
332,10030202,"[0, 1, 1, 2]",1.596451493598862
333,10030203,"[1, 0, 2, 2, 2, 0]",1.7647043902439024
334,10030204,"[0, 1, 1, 2, 1, 1, 2, 1]",1.626296701734433
335,10030301,"[0, 1, 1, 2]",1.9539956140350876
336,10030303,"[1, 2, 1, 0]",1.477292272597662
337,10030401,"[2, 0, 0, 0, 1, 0, 1]",2.034783157894737
338,10030404,"[0, 1, 0, 0, 2]",1.583894661718527
339,10030406,"[1, 2, 2, 1, 0, 2]",1.8749681528662416
340,10030407,"[2, 1, 0, 0]",1.6084115606936418
341,10030501,"[0, 2, 2, 2, 0, 1]",1.6190697332194057
342,10030503,"[0, 2, 0, 0, 1]",1.5769562915479582
343,10030504,"[0, 0, 2, 1]",1.5954347826086956
344,10030505,"[2, 2, 1, 0, 2]",1.5867736884912564
345,10040101,"[1, 0, 0, 2, 0]",1.6015230688736684
346,10040102,"[0, 1, 2, 0]",1.60521293916024
347,10040104,"[1, 0, 2, 1, 1]",1.640170528602462
348,10040105,"[0, 0, 2, 1, 0]",1.6245284248873553
349,10040106,"[1, 2, 2, 0, 2]",1.6405463358996295
350,10040108,"[0, 0, 1, 2]",1.8316407048008174
351,10040110,"[1, 0, 0, 2]",1.7042674698795182
352,10040111,"[1, 2, 0, 2, 2]",1.6090305832147938
353,10040201,"[1, 1, 2, 1, 0, 1, 1]",1.55899487617421
354,10040205,"[1, 0]",1.6036362603012222
355,10040206,"[2, 0, 0, 1]",1.8050841983852361
356,11010101,"[0, 0, 2, 0, 1, 0, 0]",1.6112601417574834
357,11010201,"[0, 1, 2, 1]",1.6571421568627451
358,11010204,"[2, 1, 0, 1]",1.6244491017964073
359,11010206,"[0, 1, 2]",1.4906668626874449
360,11010208,"[2, 1, 0, 1, 0]",1.598413272571917
361,11010301,"[2, 1, 0]",1.6226261060663387
362,11010401,"[1, 0, 2]",1.5452630275316757
363,11010403,"[0, 2, 1]",1.5683348976109213
364,11010501,"[1, 0, 1, 1, 2, 0, 0]",1.7593398018166804
365,11010502,"[1, 0]",1.6401610878661084
366,11010503,"[0, 0, 0, 1, 2]",1.6877337429595496
367,11010504,"[0, 1, 2, 0, 1]",1.6048110882956879
368,11010601,"[2, 1, 0, 2, 2]",1.6000146818923326
369,11020101,"[0, 0, 0, 2, 1]",1.6099417733522996
370,11020201,"[1, 2, 0]",1.6466291434068188
371,11020202,"[2, 1, 0]",1.6565009686168153
372,11020203,"[2, 1, 0]",1.6380321370929458
373,11020205,"[2, 0, 0, 1]",1.5803490141819443
374,11020301,"[1, 2, 1, 1, 1, 0]",1.564379950729581
375,11020302,"[0, 1, 2, 0]",2.0178629856850714
376,11020303,"[0, 0, 0, 1, 0, 0, 2]",1.6077849615494162
377,11020304,"[2, 1, 2, 2, 0]",1.6856347100009463
378,11020305,"[1, 2, 2, 0]",1.6084689547137565
379,11020306,"[1, 1, 1, 1, 2, 1, 1, 0]",1.5893528374007642
380,11030101,"[2, 0, 2, 1]",1.5888110371782909
381,11030201,"[0, 1, 2, 0, 0]",1.6104494999684524
382,11030301,"[2, 2, 0, 1]",1.5718036791314838
383,11030304,"[1, 2, 0]",1.5615515376816493
384,11030401,"[1, 2, 1, 1, 0]",1.6302013638186923
385,11030402,"[2, 2, 0, 1]",1.5560937955141274
386,11030403,"[0, 1, 1, 0, 2, 1]",1.6676296296296296
387,11030404,"[0, 0, 0, 0, 1, 2, 0]",1.4240444810543662
388,12010101,"[0, 1, 0, 0, 2, 0]",1.5858386790400654
389,12010401,"[0, 0, 2, 1, 0]",1.5888791555851065
390,12010402,"[0, 0, 1, 1, 2]",1.61189757489301
391,12010601,"[0, 0, 2, 0, 1, 0]",1.5682389015367102
392,12010605,"[1, 0, 2, 1, 0, 1]",1.8827296137339056
393,12010606,"[1, 0, 1, 2]",1.9705080459770117
