,KALCODE,Result,Average_Fuel_Price
1249,40010503,"[2, 2, 0, 0, 2, 1]",1.3551269412878786
1250,40010507,"[2, 0, 1, 0]",1.2602694063926938
1251,40010603,[0],1.3954460040103123
1252,40010701,"[0, 1]",1.3606264897843363
1253,40010708,[0],1.3575247593175104
1254,40020001,"[1, 2, 0]",1.337762449172577
1255,40020003,"[0, 2, 1]",1.350913775123246
1256,40020007,"[2, 0, 1]",1.180267857142857
1257,40020012,"[1, 0, 1, 2]",1.346692984947458
1258,40020018,"[0, 1]",1.2947258586215007
1259,40030101,[0],1.383937933162442
1260,40030201,"[1, 2, 0]",1.388003431790211
1261,40030808,[0],1.3882495026996307
1262,40030812,[0],1.411105605498478
1263,40040101,[0],1.404145247211193
1264,40040201,[0],1.4127431740614333
1265,40050101,"[2, 0, 1]",1.3957629106314495
1266,40050301,"[2, 2, 1, 0, 2]",1.3956543745480838
1267,40050303,"[0, 1]",1.3860368576042557
1268,41010101,"[0, 1, 0, 2]",1.3210540538141649
1269,41010102,"[0, 0, 0, 2, 0, 1]",1.312087210162063
1270,41010103,"[0, 2, 0, 0, 0, 0, 1]",1.3242145137880987
1271,41010104,"[0, 2, 2, 1]",1.342443165672066
1272,41010201,"[1, 1, 2, 0, 1]",1.143788912835249
1273,41010202,"[0, 0, 1, 2, 0, 0]",1.3642469109467832
1274,41010203,"[1, 1, 2, 0, 1]",1.278815915436777
1275,41010205,"[1, 1, 2, 0, 1, 1, 1]",1.2727610008628125
1276,41010301,"[0, 0, 1, 0, 2, 2]",1.3525370608397598
1277,41010302,"[2, 1, 1, 2, 0]",1.3797345051326748
1278,41010304,"[2, 0, 0, 0, 0, 1, 0]",1.3347880434782609
1279,41010306,"[2, 2, 0, 0, 1]",1.3322536881689324
1280,41010308,"[0, 1, 2, 2, 0, 2]",1.3360242995997715
1281,41010401,"[1, 1, 1, 2, 0, 1, 1]",1.3543657786885246
1282,41010402,"[0, 0, 0, 0, 1, 2]",1.3230561330561332
1283,41010403,"[2, 1, 0, 2]",1.3804443146417447
1284,41020101,"[0, 0, 0, 1, 1, 2, 1]",1.3525573909171331
1285,41020102,"[2, 0, 0, 0, 1]",1.3604885094196726
