gasStationID,ddName_01,municipalityName_01,KOD_01,KOD_11,ddName_11,dd_population_11,municipalityCode_11,municipalityName_11,lat_11,lon_11,municipality_population_11,KOD_21,ddName_21,dd_population_21,municipalityCode_21,municipalityName_21,municipality_population_21
2535,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
13074,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
1544,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
13470,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
10692,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
4238,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
11787,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
12219,Δ.Δ. Ανδραβίδας,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ,14040100,39030201,Δημοτική Κοινότητα Ανδραβίδας,4044,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9036443751,21.2688538862,22689,39020201,Δημοτική Κοινότητα Ανδραβίδας,3172,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
10304,Δ.Δ. Ανδριτσαίνης,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΗΣ,14050100,39040301,Τοπική Κοινότητα Ανδριτσαίνης,850,3904,Δήμος Ανδρίτσαινας - Κρεστένων,37.481204198,21.9037867819,14268,39030301,Δημοτική Κοινότητα Ανδριτσαίνης,353,3903,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,11200
10304,Δ.Δ. Ανδριτσαίνης,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΗΣ,14050100,39040301,Τοπική Κοινότητα Ανδριτσαίνης,850,3904,Δήμος Ανδρίτσαινας - Κρεστένων,37.481204198,21.9037867819,14268,39030301,Δημοτική Κοινότητα Ανδριτσαίνης,353,3903,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,11200
10304,Δ.Δ. Ανδριτσαίνης,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΗΣ,14050100,39040301,Τοπική Κοινότητα Ανδριτσαίνης,850,3904,Δήμος Ανδρίτσαινας - Κρεστένων,37.481204198,21.9037867819,14268,39030301,Δημοτική Κοινότητα Ανδριτσαίνης,353,3903,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,11200
3653,Δ.Δ. Αρχαίας Ολυμπίας,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14060100,39050101,Τοπική Κοινότητα Αρχαίας Ολυμπίας,1201,3905,Δήμος Αρχαίας Ολυμπίας,37.6421900669,21.6225616741,13901,39040101,Δημοτική Κοινότητα Αρχαίας Ολυμπίας,882,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
4685,Δ.Δ. Αρχαίας Ολυμπίας,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14060100,39050101,Τοπική Κοινότητα Αρχαίας Ολυμπίας,1201,3905,Δήμος Αρχαίας Ολυμπίας,37.6421900669,21.6225616741,13901,39040101,Δημοτική Κοινότητα Αρχαίας Ολυμπίας,882,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
9471,Δ.Δ. Αρχαίας Ολυμπίας,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14060100,39050101,Τοπική Κοινότητα Αρχαίας Ολυμπίας,1201,3905,Δήμος Αρχαίας Ολυμπίας,37.6421900669,21.6225616741,13901,39040101,Δημοτική Κοινότητα Αρχαίας Ολυμπίας,882,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
11002,Δ.Δ. Αρχαίας Ολυμπίας,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14060100,39050101,Τοπική Κοινότητα Αρχαίας Ολυμπίας,1201,3905,Δήμος Αρχαίας Ολυμπίας,37.6421900669,21.6225616741,13901,39040101,Δημοτική Κοινότητα Αρχαίας Ολυμπίας,882,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
258,Δ.Δ. Αρχαίας Ολυμπίας,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14060100,39050101,Τοπική Κοινότητα Αρχαίας Ολυμπίας,1201,3905,Δήμος Αρχαίας Ολυμπίας,37.6421900669,21.6225616741,13901,39040101,Δημοτική Κοινότητα Αρχαίας Ολυμπίας,882,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
260,Δ.Δ. Λιναριάς,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14061100,39050111,Τοπική Κοινότητα Λιναριάς,162,3905,Δήμος Αρχαίας Ολυμπίας,37.6470172015,21.6746697557,13901,39040111,Δημοτική Κοινότητα Λιναριάς,133,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
4239,Δ.Δ. Λιναριάς,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14061100,39050111,Τοπική Κοινότητα Λιναριάς,162,3905,Δήμος Αρχαίας Ολυμπίας,37.6470172015,21.6746697557,13901,39040111,Δημοτική Κοινότητα Λιναριάς,133,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
13706,Δ.Δ. Πελοπίου,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14061600,39050116,Τοπική Κοινότητα Πελοπίου,972,3905,Δήμος Αρχαίας Ολυμπίας,37.6740545519,21.5895951287,13901,39040116,Δημοτική Κοινότητα Πελοπίου,944,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
3654,Δ.Δ. Πελοπίου,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14061600,39050116,Τοπική Κοινότητα Πελοπίου,972,3905,Δήμος Αρχαίας Ολυμπίας,37.6740545519,21.5895951287,13901,39040116,Δημοτική Κοινότητα Πελοπίου,944,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
2538,Δ.Δ. Στρεφίου,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14062100,39050121,Τοπική Κοινότητα Στρεφίου,576,3905,Δήμος Αρχαίας Ολυμπίας,37.6657891011,21.5482261971,13901,39040121,Δημοτική Κοινότητα Στρεφίου,543,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
11403,Δ.Δ. Στρεφίου,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,14062100,39050121,Τοπική Κοινότητα Στρεφίου,576,3905,Δήμος Αρχαίας Ολυμπίας,37.6657891011,21.5482261971,13901,39040121,Δημοτική Κοινότητα Στρεφίου,543,3904,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,11153
2540,Δ.Δ. Βαρθολομιού,ΔΗΜΟΣ ΒΑΡΘΟΛΟΜΙΟΥ,14070100,39070201,Δημοτική Κοινότητα Βαρθολομιού,4161,3907,Δήμος Πηνειού,37.8598144578,21.2053034261,21255,39070201,Δημοτική Κοινότητα Βαρθολομιού,4478,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2541,Δ.Δ. Βαρθολομιού,ΔΗΜΟΣ ΒΑΡΘΟΛΟΜΙΟΥ,14070100,39070201,Δημοτική Κοινότητα Βαρθολομιού,4161,3907,Δήμος Πηνειού,37.8598144578,21.2053034261,21255,39070201,Δημοτική Κοινότητα Βαρθολομιού,4478,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2539,Δ.Δ. Βαρθολομιού,ΔΗΜΟΣ ΒΑΡΘΟΛΟΜΙΟΥ,14070100,39070201,Δημοτική Κοινότητα Βαρθολομιού,4161,3907,Δήμος Πηνειού,37.8598144578,21.2053034261,21255,39070201,Δημοτική Κοινότητα Βαρθολομιού,4478,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2542,Δ.Δ. Βαρθολομιού,ΔΗΜΟΣ ΒΑΡΘΟΛΟΜΙΟΥ,14070100,39070201,Δημοτική Κοινότητα Βαρθολομιού,4161,3907,Δήμος Πηνειού,37.8598144578,21.2053034261,21255,39070201,Δημοτική Κοινότητα Βαρθολομιού,4478,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2543,Δ.Δ. Βαρθολομιού,ΔΗΜΟΣ ΒΑΡΘΟΛΟΜΙΟΥ,14070100,39070201,Δημοτική Κοινότητα Βαρθολομιού,4161,3907,Δήμος Πηνειού,37.8598144578,21.2053034261,21255,39070201,Δημοτική Κοινότητα Βαρθολομιού,4478,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2544,Δ.Δ. Βάρδας,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080100,39030301,Δημοτική Κοινότητα Βάρδας,3035,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0293710518,21.3631369954,22689,39020301,Δημοτική Κοινότητα Βάρδας,3687,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
2545,Δ.Δ. Βάρδας,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080100,39030301,Δημοτική Κοινότητα Βάρδας,3035,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0293710518,21.3631369954,22689,39020301,Δημοτική Κοινότητα Βάρδας,3687,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
261,Δ.Δ. Βάρδας,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080100,39030301,Δημοτική Κοινότητα Βάρδας,3035,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0293710518,21.3631369954,22689,39020301,Δημοτική Κοινότητα Βάρδας,3687,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
262,Δ.Δ. Βάρδας,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080100,39030301,Δημοτική Κοινότητα Βάρδας,3035,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0293710518,21.3631369954,22689,39020301,Δημοτική Κοινότητα Βάρδας,3687,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
13187,Δ.Δ. Βάρδας,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080100,39030301,Δημοτική Κοινότητα Βάρδας,3035,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0293710518,21.3631369954,22689,39020301,Δημοτική Κοινότητα Βάρδας,3687,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
10391,Δ.Δ. Κουρτεσίου,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080400,39030304,Τοπική Κοινότητα Κουρτεσίου,653,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9780319648,21.3176898955,22689,39020304,Δημοτική Κοινότητα Κουρτεσίου,554,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
4906,Δ.Δ. Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080500,39030305,Τοπική Κοινότητα Μανολάδος,1177,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0442269089,21.3469786087,22689,39020305,Δημοτική Κοινότητα Μανολάδος,1448,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
12122,Δ.Δ. Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080500,39030305,Τοπική Κοινότητα Μανολάδος,1177,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0442269089,21.3469786087,22689,39020305,Δημοτική Κοινότητα Μανολάδος,1448,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
3656,Δ.Δ. Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080500,39030305,Τοπική Κοινότητα Μανολάδος,1177,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0442269089,21.3469786087,22689,39020305,Δημοτική Κοινότητα Μανολάδος,1448,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
2546,Δ.Δ. Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080500,39030305,Τοπική Κοινότητα Μανολάδος,1177,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0442269089,21.3469786087,22689,39020305,Δημοτική Κοινότητα Μανολάδος,1448,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
263,Δ.Δ. Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080500,39030305,Τοπική Κοινότητα Μανολάδος,1177,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0442269089,21.3469786087,22689,39020305,Δημοτική Κοινότητα Μανολάδος,1448,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
11392,Δ.Δ. Νέας Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080700,39030307,Τοπική Κοινότητα Νέας Μανολάδος,1997,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0506591329,21.3794887414,22689,39020307,Δημοτική Κοινότητα Νέας Μανολάδος,3696,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
2547,Δ.Δ. Νέας Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,14080700,39030307,Τοπική Κοινότητα Νέας Μανολάδος,1997,3903,Δήμος Ανδραβίδας - Κυλλήνης,38.0506591329,21.3794887414,22689,39020307,Δημοτική Κοινότητα Νέας Μανολάδος,3696,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
2549,Δ.Δ. Αλφειούσης,ΔΗΜΟΣ ΒΩΛΑΚΟΣ,14090300,39010203,Τοπική Κοινότητα Αλφειούσης,1021,3901,Δήμος Πύργου,37.6381052086,21.5372978569,47802,39010203,Δημοτική Κοινότητα Αλφειούσης,722,3901,ΔΗΜΟΣ ΠΥΡΓΟΥ,45365
2548,Δ.Δ. Επιταλίου,ΔΗΜΟΣ ΒΩΛΑΚΟΣ,14090100,39010201,Δημοτική Κοινότητα Επιταλίου,1485,3901,Δήμος Πύργου,37.6246681186,21.4929525188,47802,39010201,Δημοτική Κοινότητα Επιταλίου,1291,3901,ΔΗΜΟΣ ΠΥΡΓΟΥ,45365
11704,Δ.Δ. Επιταλίου,ΔΗΜΟΣ ΒΩΛΑΚΟΣ,14090100,39010201,Δημοτική Κοινότητα Επιταλίου,1485,3901,Δήμος Πύργου,37.6246681186,21.4929525188,47802,39010201,Δημοτική Κοινότητα Επιταλίου,1291,3901,ΔΗΜΟΣ ΠΥΡΓΟΥ,45365
2551,Δ.Δ. Γαστούνης,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100100,39070101,Δημοτική Κοινότητα Γαστούνης,7457,3907,Δήμος Πηνειού,37.8484290637,21.2529368808,21255,39070101,Δημοτική Κοινότητα Γαστούνης,7683,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
1546,Δ.Δ. Γαστούνης,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100100,39070101,Δημοτική Κοινότητα Γαστούνης,7457,3907,Δήμος Πηνειού,37.8484290637,21.2529368808,21255,39070101,Δημοτική Κοινότητα Γαστούνης,7683,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
3657,Δ.Δ. Γαστούνης,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100100,39070101,Δημοτική Κοινότητα Γαστούνης,7457,3907,Δήμος Πηνειού,37.8484290637,21.2529368808,21255,39070101,Δημοτική Κοινότητα Γαστούνης,7683,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
1547,Δ.Δ. Γαστούνης,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100100,39070101,Δημοτική Κοινότητα Γαστούνης,7457,3907,Δήμος Πηνειού,37.8484290637,21.2529368808,21255,39070101,Δημοτική Κοινότητα Γαστούνης,7683,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2550,Δ.Δ. Γαστούνης,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100100,39070101,Δημοτική Κοινότητα Γαστούνης,7457,3907,Δήμος Πηνειού,37.8484290637,21.2529368808,21255,39070101,Δημοτική Κοινότητα Γαστούνης,7683,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2552,Δ.Δ. Καβάσιλα,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100200,39070102,Τοπική Κοινότητα Καβάσιλα,1314,3907,Δήμος Πηνειού,37.8737685264,21.2644156432,21255,39070102,Δημοτική Κοινότητα Καβάσιλα,1231,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
2553,Δ.Δ. Ρουπακίου,ΔΗΜΟΣ ΓΑΣΤΟΥΝΗΣ,14100700,39070107,Τοπική Κοινότητα Ρουπακίου,562,3907,Δήμος Πηνειού,37.8594955773,21.3228238166,21255,39070107,Δημοτική Κοινότητα Ρουπακίου,468,3907,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,21625
1550,Δ.Δ. Γιαννιτσοχωρίου,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110600,39060106,Τοπική Κοινότητα Γιαννιτσοχωρίου,426,3906,Δήμος Ζαχάρως,37.3897624249,21.6880657429,9076,39050106,Δημοτική Κοινότητα Γιαννιτσοχωρίου,503,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
1548,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
1549,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
12531,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
264,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
265,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
3660,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
12770,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
13946,Δ.Δ. Ζαχάρως,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14110100,39060101,Δημοτική Κοινότητα Ζαχάρως,3455,3906,Δήμος Ζαχάρως,37.4837736737,21.6463627271,9076,39050101,Δημοτική Κοινότητα Ζαχάρως,3172,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
3661,Δ.Δ. Νεοχωρίου,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14111300,39060113,Τοπική Κοινότητα Νεοχωρίου,369,3906,Δήμος Ζαχάρως,37.435768803,21.6577977107,9076,39050113,Δημοτική Κοινότητα Νεοχωρίου,363,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
2554,Δ.Δ. Νεοχωρίου,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14111300,39060113,Τοπική Κοινότητα Νεοχωρίου,369,3906,Δήμος Ζαχάρως,37.435768803,21.6577977107,9076,39050113,Δημοτική Κοινότητα Νεοχωρίου,363,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
12966,Δ.Δ. Νεοχωρίου,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,14111300,39060113,Τοπική Κοινότητα Νεοχωρίου,369,3906,Δήμος Ζαχάρως,37.435768803,21.6577977107,9076,39050113,Δημοτική Κοινότητα Νεοχωρίου,363,3905,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,8654
1551,Δ.Δ. Αλποχωρίου,ΔΗΜΟΣ ΙΑΡΔΑΝΟΥ,14120300,39010303,Τοπική Κοινότητα Αλποχωρίου,718,3901,Δήμος Πύργου,37.7320808304,21.3731345788,47802,39010303,Δημοτική Κοινότητα Αλποχωρίου,683,3901,ΔΗΜΟΣ ΠΥΡΓΟΥ,45365
10147,Δ.Δ. Κάστρου,ΔΗΜΟΣ ΚΑΣΤΡΟΥ-ΚΥΛΛΗΝΗΣ,14130200,39030402,Τοπική Κοινότητα Κάστρου,2303,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.8883126248,21.137164736,22689,39020402,Δημοτική Κοινότητα Κάστρου,818,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
12344,Δ.Δ. Κάστρου,ΔΗΜΟΣ ΚΑΣΤΡΟΥ-ΚΥΛΛΗΝΗΣ,14130200,39030402,Τοπική Κοινότητα Κάστρου,2303,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.8883126248,21.137164736,22689,39020402,Δημοτική Κοινότητα Κάστρου,818,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
2555,Δ.Δ. Κάστρου,ΔΗΜΟΣ ΚΑΣΤΡΟΥ-ΚΥΛΛΗΝΗΣ,14130200,39030402,Τοπική Κοινότητα Κάστρου,2303,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.8883126248,21.137164736,22689,39020402,Δημοτική Κοινότητα Κάστρου,818,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
8304,Δ.Δ. Κάτω Παναγίας,ΔΗΜΟΣ ΚΑΣΤΡΟΥ-ΚΥΛΛΗΝΗΣ,14130300,39030403,Τοπική Κοινότητα Κάτω Παναγίας,1137,3903,Δήμος Ανδραβίδας - Κυλλήνης,37.9271489228,21.1452779958,22689,39020403,Δημοτική Κοινότητα Κάτω Παναγίας,1110,3902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,22552
